Final Score,x,y,z
0.455354591632147,0.484623,-0.5184352,-2.867349
0.455354591632147,0.484623,-0.5184352,-2.867349
0.455354591632147,0.484623,-0.5184352,-2.867349
0.455354591632147,0.484623,-0.5184352,-2.867349
0.455354591632147,0.484623,-0.5184352,-2.867349
0.455354591632147,0.484623,-0.5184352,-2.867349
0.455218183310965,0.494128,-0.5265081,-2.864235
0.455218183310965,0.494128,-0.5265081,-2.864235
0.455218183310965,0.494128,-0.5265081,-2.864235
0.455218183310965,0.494128,-0.5265081,-2.864235
0.455218183310965,0.494128,-0.5265081,-2.864235
0.455218183310965,0.494128,-0.5265081,-2.864235
0.455218183310965,0.494128,-0.5265081,-2.864235
0.455218183310965,0.494128,-0.5265081,-2.864235
0.455218183310965,0.4941281,-0.5254852,-2.864235
0.455218183310965,0.4941281,-0.5254852,-2.864235
0.455218183310965,0.4941281,-0.5254852,-2.864235
0.455218183310965,0.4941281,-0.5254852,-2.864235
0.455218183310965,0.4941281,-0.5254852,-2.864235
0.455218183310965,0.4941281,-0.5254852,-2.864235
0.455218183310965,0.4941281,-0.5254852,-2.864235
0.455218183310965,0.4941281,-0.5254852,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941282,-0.5244622,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5234393,-2.864235
0.455218183310965,0.4941283,-0.5224164,-2.864234
0.455218183310965,0.4941283,-0.5224164,-2.864234
0.455218183310965,0.4941283,-0.5224164,-2.864234
0.455218183310965,0.4941283,-0.5224164,-2.864234
0.455218183310965,0.4941283,-0.5224164,-2.864234
0.455218183310965,0.4941283,-0.5224164,-2.864234
0.455218183310965,0.4941283,-0.5224164,-2.864234
0.455218183310965,0.4941283,-0.5224164,-2.864234
0.455218183310965,0.4941284,-0.5213934,-2.864234
0.455218183310965,0.4941284,-0.5213934,-2.864234
0.455218183310965,0.4941284,-0.5213934,-2.864234
0.455218183310965,0.4941284,-0.5213934,-2.864234
0.455218183310965,0.4941284,-0.5213934,-2.864234
0.455218183310965,0.4941284,-0.5213934,-2.864234
0.455218183310965,0.4941284,-0.5213934,-2.864234
0.455218183310965,0.4941284,-0.5213934,-2.864234
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5290223,-2.859272
0.455263606841224,0.50517,-0.5279994,-2.859272
0.455263606841224,0.50517,-0.5279994,-2.859272
0.455263606841224,0.50517,-0.5279994,-2.859272
0.455263606841224,0.50517,-0.5279994,-2.859272
0.455263606841224,0.50517,-0.5279994,-2.859272
0.455263606841224,0.50517,-0.5279994,-2.859272
0.455263606841224,0.50517,-0.5279994,-2.859272
0.455263606841224,0.50517,-0.5279994,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5269763,-2.859272
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5259534,-2.859271
0.455263606841224,0.5051701,-0.5249305,-2.859271
0.455263606841224,0.5051701,-0.5249305,-2.859271
0.455263606841224,0.5051701,-0.5249305,-2.859271
0.455263606841224,0.5051701,-0.5249305,-2.859271
0.455263606841224,0.5051701,-0.5249305,-2.859271
0.455263606841224,0.5051701,-0.5249305,-2.859271
0.455263606841224,0.5051701,-0.5249305,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
0.455263606841224,0.5051702,-0.5239076,-2.859271
