Final Score,Translation Score,Rotation Score,Translation,Rotation
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
0.560099442799886,0.120198885599772,1,0.879801114400228,0
